"","Phenotype","Population","Parent population","Filename","Center","Sample","Replicate","Cell count","Parent Cell count","Population #"
"834","CD4+CD8-","CD4+","CD3+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","12153","26177","6"
"835","CD4-CD8+","CD8+","CD3+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","12727","26177","7"
"836","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","1434","12153","8"
"837","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","5161","12153","9"
"838","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","119","12153","10"
"839","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","5439","12153","11"
"840","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","1078","12727","12"
"841","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","371","12727","13"
"842","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","5887","12727","14"
"843","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","5391","12727","15"
"844","CD4+CD38-DR-","38-DR-","CD4+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","4987","12153","16"
"845","CD4+CD38+DR-","38+DR-","CD4+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","5950","12153","17"
"846","CD4+CD38-DR+","38-DR+","CD4+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","885","12153","18"
"847","CD4+CD38+DR+","38+DR+","CD4+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","331","12153","19"
"848","CD8+CD38-DR-","38-DR-","CD8+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","10975","12727","20"
"849","CD8+CD38+DR-","38+DR-","CD8+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","1115","12727","21"
"850","CD8+CD38-DR+","38-DR+","CD8+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","479","12727","22"
"851","CD8+CD38+DR+","38+DR+","CD8+","12828_1_Tcell_A01.fcs","NHLBI","12828_1_Tcell_A01","1","158","12727","23"
"852","","All cells","","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","131986","","1"
"853","","Lymphocytes","All cells","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","76810","131986","2"
"854","","Singlets","Lymphocytes","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","73329","76810","3"
"855","","Live","Singlets","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","69662","73329","4"
"856","CD3+","CD3+","Live","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","45287","69662","5"
"857","CD4+CD8-","CD4+","CD3+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","21216","45287","6"
"858","CD4-CD8+","CD8+","CD3+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","21924","45287","7"
"859","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","2726","21216","8"
"860","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","9037","21216","9"
"861","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","229","21216","10"
"862","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","9224","21216","11"
"863","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","1963","21924","12"
"864","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","610","21924","13"
"865","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","10105","21924","14"
"866","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","9246","21924","15"
"867","CD4+CD38-DR-","38-DR-","CD4+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","8912","21216","16"
"868","CD4+CD38+DR-","38+DR-","CD4+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","10182","21216","17"
"869","CD4+CD38-DR+","38-DR+","CD4+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","1494","21216","18"
"870","CD4+CD38+DR+","38+DR+","CD4+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","628","21216","19"
"871","CD8+CD38-DR-","38-DR-","CD8+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","18889","21924","20"
"872","CD8+CD38+DR-","38+DR-","CD8+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","1938","21924","21"
"873","CD8+CD38-DR+","38-DR+","CD8+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","842","21924","22"
"874","CD8+CD38+DR+","38+DR+","CD8+","12828_2_Tcell_A02.fcs","NHLBI","12828_2_Tcell_A02","2","255","21924","23"
"875","","All cells","","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","133927","","1"
"876","","Lymphocytes","All cells","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","77052","133927","2"
"877","","Singlets","Lymphocytes","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","74021","77052","3"
"878","","Live","Singlets","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","70319","74021","4"
"879","CD3+","CD3+","Live","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","45409","70319","5"
"880","CD4+CD8-","CD4+","CD3+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","21108","45409","6"
"881","CD4-CD8+","CD8+","CD3+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","22233","45409","7"
"882","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","2279","21108","8"
"883","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","8916","21108","9"
"884","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","192","21108","10"
"885","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","9721","21108","11"
"886","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","3308","22233","12"
"887","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","1132","22233","13"
"888","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","8614","22233","14"
"889","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","9179","22233","15"
"890","CD4+CD38-DR-","38-DR-","CD4+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","8600","21108","16"
"891","CD4+CD38+DR-","38+DR-","CD4+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","10397","21108","17"
"892","CD4+CD38-DR+","38-DR+","CD4+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","1477","21108","18"
"893","CD4+CD38+DR+","38+DR+","CD4+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","634","21108","19"
"894","CD8+CD38-DR-","38-DR-","CD8+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","19167","22233","20"
"895","CD8+CD38+DR-","38+DR-","CD8+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","1954","22233","21"
"896","CD8+CD38-DR+","38-DR+","CD8+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","842","22233","22"
"897","CD8+CD38+DR+","38+DR+","CD8+","12828_3_Tcell_A03.fcs","NHLBI","12828_3_Tcell_A03","3","270","22233","23"
"898","","All cells","","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","113943","","1"
"899","","Lymphocytes","All cells","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","58483","113943","2"
"900","","Singlets","Lymphocytes","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","56639","58483","3"
"901","","Live","Singlets","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","53807","56639","4"
"902","CD3+","CD3+","Live","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","38907","53807","5"
"903","CD4+CD8-","CD4+","CD3+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","20309","38907","6"
"904","CD4-CD8+","CD8+","CD3+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","14973","38907","7"
"905","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","6554","20309","8"
"906","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","7119","20309","9"
"907","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","668","20309","10"
"908","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","5968","20309","11"
"909","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","3497","14973","12"
"910","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","461","14973","13"
"911","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","3786","14973","14"
"912","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","7229","14973","15"
"913","CD4+CD38-DR-","38-DR-","CD4+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","11064","20309","16"
"914","CD4+CD38+DR-","38+DR-","CD4+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","7214","20309","17"
"915","CD4+CD38-DR+","38-DR+","CD4+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","1563","20309","18"
"916","CD4+CD38+DR+","38+DR+","CD4+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","468","20309","19"
"917","CD8+CD38-DR-","38-DR-","CD8+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","13013","14973","20"
"918","CD8+CD38+DR-","38+DR-","CD8+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","1211","14973","21"
"919","CD8+CD38-DR+","38-DR+","CD8+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","462","14973","22"
"920","CD8+CD38+DR+","38+DR+","CD8+","1349_1_Tcell_A04.fcs","NHLBI","1349_1_Tcell_A04","1","287","14973","23"
"921","","All cells","","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","113979","","1"
"922","","Lymphocytes","All cells","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","55067","113979","2"
"923","","Singlets","Lymphocytes","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","53352","55067","3"
"924","","Live","Singlets","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","50684","53352","4"
"925","CD3+","CD3+","Live","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","36916","50684","5"
"926","CD4+CD8-","CD4+","CD3+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","19158","36916","6"
"927","CD4-CD8+","CD8+","CD3+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","14161","36916","7"
"928","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","6219","19158","8"
"929","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","6845","19158","9"
"930","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","585","19158","10"
"931","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","5509","19158","11"
"932","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","3091","14161","12"
"933","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","435","14161","13"
"934","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","3827","14161","14"
"935","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","6808","14161","15"
"936","CD4+CD38-DR-","38-DR-","CD4+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","10677","19158","16"
"937","CD4+CD38+DR-","38+DR-","CD4+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","6565","19158","17"
"938","CD4+CD38-DR+","38-DR+","CD4+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","1527","19158","18"
"939","CD4+CD38+DR+","38+DR+","CD4+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","389","19158","19"
"940","CD8+CD38-DR-","38-DR-","CD8+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","12289","14161","20"
"941","CD8+CD38+DR-","38+DR-","CD8+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","1162","14161","21"
"942","CD8+CD38-DR+","38-DR+","CD8+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","454","14161","22"
"943","CD8+CD38+DR+","38+DR+","CD8+","1349_2_Tcell_A05.fcs","NHLBI","1349_2_Tcell_A05","2","254","14161","23"
"944","","All cells","","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","113996","","1"
"945","","Lymphocytes","All cells","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","54300","113996","2"
"946","","Singlets","Lymphocytes","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","52632","54300","3"
"947","","Live","Singlets","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","50000","52632","4"
"948","CD3+","CD3+","Live","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","36488","50000","5"
"949","CD4+CD8-","CD4+","CD3+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","18930","36488","6"
"950","CD4-CD8+","CD8+","CD3+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","14015","36488","7"
"951","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","5934","18930","8"
"952","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","6747","18930","9"
"953","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","618","18930","10"
"954","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","5631","18930","11"
"955","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","3442","14015","12"
"956","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","451","14015","13"
"957","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","3506","14015","14"
"958","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","6616","14015","15"
"959","CD4+CD38-DR-","38-DR-","CD4+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","10397","18930","16"
"960","CD4+CD38+DR-","38+DR-","CD4+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","6640","18930","17"
"961","CD4+CD38-DR+","38-DR+","CD4+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","1499","18930","18"
"962","CD4+CD38+DR+","38+DR+","CD4+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","394","18930","19"
"963","CD8+CD38-DR-","38-DR-","CD8+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","12160","14015","20"
"964","CD8+CD38+DR-","38+DR-","CD8+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","1154","14015","21"
"965","CD8+CD38-DR+","38-DR+","CD8+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","453","14015","22"
"966","CD8+CD38+DR+","38+DR+","CD8+","1349_3_Tcell_A06.fcs","NHLBI","1349_3_Tcell_A06","3","248","14015","23"
"967","","All cells","","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","109952","","1"
"968","","Lymphocytes","All cells","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","70428","109952","2"
"969","","Singlets","Lymphocytes","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","67915","70428","3"
"970","","Live","Singlets","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","64519","67915","4"
"971","CD3+","CD3+","Live","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","48068","64519","5"
"972","CD4+CD8-","CD4+","CD3+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","30094","48068","6"
"973","CD4-CD8+","CD8+","CD3+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","10944","48068","7"
"974","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","5264","30094","8"
"975","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","10919","30094","9"
"976","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","378","30094","10"
"977","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","13533","30094","11"
"978","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","4058","10944","12"
"979","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","1336","10944","13"
"980","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","816","10944","14"
"981","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","4734","10944","15"
"982","CD4+CD38-DR-","38-DR-","CD4+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","11766","30094","16"
"983","CD4+CD38+DR-","38+DR-","CD4+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","15318","30094","17"
"984","CD4+CD38-DR+","38-DR+","CD4+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","1895","30094","18"
"985","CD4+CD38+DR+","38+DR+","CD4+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","1115","30094","19"
"986","CD8+CD38-DR-","38-DR-","CD8+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","9485","10944","20"
"987","CD8+CD38+DR-","38+DR-","CD8+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","911","10944","21"
"988","CD8+CD38-DR+","38-DR+","CD8+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","364","10944","22"
"989","CD8+CD38+DR+","38+DR+","CD8+","1369_1_Tcell_A07.fcs","NHLBI","1369_1_Tcell_A07","1","184","10944","23"
"990","","All cells","","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","109291","","1"
"991","","Lymphocytes","All cells","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","67542","109291","2"
"992","","Singlets","Lymphocytes","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","65222","67542","3"
"993","","Live","Singlets","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","61960","65222","4"
"994","CD3+","CD3+","Live","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","46396","61960","5"
"995","CD4+CD8-","CD4+","CD3+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","28988","46396","6"
"996","CD4-CD8+","CD8+","CD3+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","10580","46396","7"
"997","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","4511","28988","8"
"998","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","10843","28988","9"
"999","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","322","28988","10"
"1000","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","13312","28988","11"
"1001","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","4205","10580","12"
"1002","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","1135","10580","13"
"1003","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","799","10580","14"
"1004","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","4441","10580","15"
"1005","CD4+CD38-DR-","38-DR-","CD4+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","11078","28988","16"
"1006","CD4+CD38+DR-","38+DR-","CD4+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","15011","28988","17"
"1007","CD4+CD38-DR+","38-DR+","CD4+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","1734","28988","18"
"1008","CD4+CD38+DR+","38+DR+","CD4+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","1165","28988","19"
"1009","CD8+CD38-DR-","38-DR-","CD8+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","9162","10580","20"
"1010","CD8+CD38+DR-","38+DR-","CD8+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","889","10580","21"
"1011","CD8+CD38-DR+","38-DR+","CD8+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","360","10580","22"
"1012","CD8+CD38+DR+","38+DR+","CD8+","1369_2_Tcell_A08.fcs","NHLBI","1369_2_Tcell_A08","2","169","10580","23"
"1013","","All cells","","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","111138","","1"
"1014","","Lymphocytes","All cells","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","68168","111138","2"
"1015","","Singlets","Lymphocytes","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","65748","68168","3"
"1016","","Live","Singlets","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","62460","65748","4"
"1017","CD3+","CD3+","Live","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","47007","62460","5"
"1018","CD4+CD8-","CD4+","CD3+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","29571","47007","6"
"1019","CD4-CD8+","CD8+","CD3+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","10450","47007","7"
"1020","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","5207","29571","8"
"1021","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","10816","29571","9"
"1022","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","1369_3_Tcell_A09.fcs","NHLBI","1369_3_Tcell_A09","3","395","29571","10"
